Word,setup_loop.thisRepN,setup_loop.thisTrialN,setup_loop.thisN,setup_loop.thisIndex,shuffle_loop.thisRepN,shuffle_loop.thisTrialN,shuffle_loop.thisN,shuffle_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialsBreak.thisRepN,trialsBreak.thisTrialN,trialsBreak.thisN,trialsBreak.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trialsBreak2.thisRepN,trialsBreak2.thisTrialN,trialsBreak2.thisN,trialsBreak2.thisIndex,thisRow.t,notes,LSL_Stream.started,LSL_Stream.stopped,setup.started,setup.stopped,shuffle_stimuli.started,shuffle_stimuli.stopped,Instructions1.started,imageInstruct1.started,key_resp_Instruct1.started,Instructions1.stopped,key_resp_Instruct1.keys,key_resp_Instruct1.rt,key_resp_Instruct1.duration,fixation.started,cross.started,fixation.stopped,stimuli_prez_1.started,imagePrez1.started,audioPrez1.started,imagePrez1.stopped,stimuli_prez_1.stopped,response.started,image_resp_p1.started,p1_resp_stim.started,response.stopped,Image,Audio,response_p1,corchoice_p1,Trial_Score_p1,Trial_RT_p1,p1_resp_stim.keys,p1_resp_stim.corr,p1_resp_stim.rt,p1_resp_stim.duration,cross.stopped,checkpoint.started,imageBreak.started,imageCont.started,key_break.started,imageBreak.stopped,checkpoint.stopped,key_break.keys,key_break.rt,key_break.duration,Instructions2.started,imageInstruct1_2.started,key_resp_Instruct1_2.started,Instructions2.stopped,key_resp_Instruct1_2.keys,key_resp_Instruct1_2.rt,key_resp_Instruct1_2.duration,fixation_2.started,cross_2.started,fixation_2.stopped,stimuli_prez_2.started,audioPrez2.started,imagePrez2.started,imagePrez2.stopped,stimuli_prez_2.stopped,response_2.started,image_resp_p2.started,p2_resp_stim.started,response_2.stopped,Image2,Audio2,response_p2,corchoice_p2,Trial_Score_p2,Trial_RT_p2,p2_resp_stim.keys,p2_resp_stim.corr,p2_resp_stim.rt,p2_resp_stim.duration,cross_2.stopped,end.started,endscreen.started,key_resp_end.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
ring,0,102,102,129,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18629980000002888,0.1864760000000274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
giraffe,0,103,103,61,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1866092000000208,0.1867819999999938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
truck,0,104,104,164,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18691940000002205,0.18713470000000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
knife,0,105,105,84,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18729200000001356,0.18746019999997543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
rabbit,0,106,106,126,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18760800000001154,0.18776769999999487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
squirrel,0,107,107,147,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18790930000000117,0.18810700000000224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
rooster,0,108,108,131,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18823739999999134,0.18839500000001408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
monkey,0,109,109,98,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1885255999999913,0.18867299999999432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
bear,0,110,110,12,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18879590000000235,0.1889426000000185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
eye,0,111,111,51,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18911400000001777,0.18933240000001206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
envelope,0,112,112,50,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18945270000000392,0.18960559999999305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
cherry,0,113,113,31,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18971929999997883,0.18985989999998765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
skirt,0,114,114,141,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18997960000001513,0.19014060000000654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
sheep,0,115,115,139,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19025520000002416,0.19040360000002465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
cow,0,116,116,38,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1905153000000155,0.19065110000002505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
button,0,117,117,22,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19076260000002776,0.19091900000000805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
doll,0,118,118,43,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19106210000001056,0.1912265000000275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
cake,0,119,119,23,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1914285000000291,0.19161559999997735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
basket,0,120,120,11,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19174359999999524,0.191929899999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
lobster,0,121,121,95,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19206129999997756,0.19223190000002432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
mountain,0,122,122,100,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19236469999998462,0.19252360000001545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
pumpkin,0,123,123,128,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19264149999997926,0.19278009999999313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
pot,0,124,124,123,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19289450000002262,0.19302479999998923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
cloud,0,125,125,35,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1931465999999773,0.1932836000000293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
windmill,0,126,126,175,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1933948000000214,0.19352459999998928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
airplane,0,127,127,1,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19363939999999502,0.19382000000001653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
ostrich,0,128,128,106,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19392929999997932,0.1940574000000197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
peacock,0,129,129,112,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19418980000000374,0.1943267999999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
glasses,0,130,130,62,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19443449999999984,0.19457090000003063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
elephant,0,131,131,49,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19468139999997902,0.19483930000001237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
eagle,0,132,132,48,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1949713999999858,0.19514040000001387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
wrench,0,133,133,178,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19531519999998181,0.19550270000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
onion,0,134,134,104,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19565799999998035,0.1958263999999872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
suitcase,0,135,135,151,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19595079999999143,0.1961089000000129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
snail,0,136,136,144,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19625150000001668,0.1964247999999884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
tree,0,137,137,163,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.196569199999999,0.19672459999998182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
drum,0,138,138,46,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19685010000000602,0.19701329999998052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
wheel,0,139,139,173,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19713250000000926,0.1972681000000307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
plug,0,140,140,122,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19737939999998844,0.1975137000000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
dog,0,141,141,42,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19762620000000197,0.19776530000001458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
axe,0,142,142,6,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19787610000003042,0.1980682000000229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
dresser,0,143,143,45,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19818040000001247,0.19831449999998085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
babycarriage,0,144,144,7,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19842490000002044,0.1985631000000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
corn,0,145,145,37,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19867379999999457,0.19880979999999226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
peach,0,146,146,110,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19891919999997754,0.19908809999998311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
mushroom,0,147,147,101,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19919590000000653,0.1993388000000209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
lips,0,148,148,94,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19944709999998622,0.19957410000000664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
bed,0,149,149,13,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.19968019999998887,0.19980400000002874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
duck,0,150,150,47,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.199913400000014,0.20009529999998676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
grapes,0,151,151,66,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.20022640000001957,0.20036429999998973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
tomato,0,152,152,160,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.20049499999998943,0.20064769999999044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
house,0,153,153,78,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.20076640000002044,0.20091080000003103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
lion,0,154,154,93,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.20101920000001883,0.20116120000000137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
turtle,0,155,155,165,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.2012697999999773,0.2014224999999783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
zebra,0,156,156,179,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.2015284999999949,0.20167290000000548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
bread,0,157,157,20,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.20177949999998646,0.20192289999999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
strawberry,0,158,158,150,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.20202920000002678,0.2021586000000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
kettle,0,159,159,81,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.20226239999999507,0.20240260000002763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
fence,0,160,160,52,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.20250600000002805,0.20264170000001513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
violin,0,161,161,169,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.20274540000002617,0.20287990000002765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
sled,0,162,162,143,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.2029833999999937,0.20311329999998406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
alligator,0,163,163,2,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.20321560000002137,0.2033409000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
